species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,taxonRank,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,datasetName,dataset
Ceiba glaziovii,-40.187722,-10.4395,BRA,NA,1090894927,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,GBIF
Ceiba glaziovii,-37.259722,-8.505,BRA,NA,1094174614,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UESC,UESC - Herbário Universidade Estadual de Santa Cruz,GBIF
Ceiba erianthos,-40.431667,-20.093889,BRA,NA,1123809998,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,GBIF
Ceiba erianthos,-40.614167,-19.702222,BRA,NA,1123811634,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,GBIF
Ceiba glaziovii,-37.259722,-8.505,BRA,NA,1077575345,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,GBIF
Ceiba erianthos,-40.431667,-20.093889,BRA,NA,1094883797,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba samauma,-55.918889,-9.584167,BRA,NA,1090663043,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,GBIF
Ceiba samauma,-55,-9,BRA,NA,1042637857,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",GBIF
Ceiba samauma,-55.92,-9.58,BRA,NA,912375340,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,K,NA,GBIF
Ceiba samauma,-55.4,-14.316667,BRA,NA,1087259909,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UnB,UB - Herbário da Universidade de Brasília,GBIF
Ceiba speciosa,-47.065751,-22.9056,BRA,NA,1090571868,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba speciosa,-48.129167,-18.011944,BRA,NA,1090720550,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UFG,UFG - Herbário da Universidade Federal de Goiás,GBIF
Ceiba rubriflora,-43.958611,-13.789722,BRA,NA,1094812235,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba erianthos,-42.007778,-22.024167,BRA,NA,1423995546,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,GBIF
Ceiba erianthos,-41.5,-12.75,BRA,NA,1094814778,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-42.852222,-22.268611,BRA,NA,1424136671,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,GBIF
Ceiba rubriflora,-43.5761,-14.5028,BRA,NA,1930615842,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba rubriflora,-43.576111,-14.502778,BRA,NA,1424060214,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,GBIF
Ceiba erianthos,-47.068611,-22.820278,BRA,NA,1089100688,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,GBIF
Ceiba rubriflora,-43.958889,-13.789444,BRA,NA,1089097992,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,GBIF
Ceiba rubriflora,-43.9589,-13.7894,BRA,NA,1927796294,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba glaziovii,-36.898222,-7.470556,BRA,NA,1089171474,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,GBIF
Ceiba rubriflora,-43.958889,-13.789444,BRA,NA,1094818281,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba rubriflora,-43.9589,-13.7894,BRA,NA,1928379672,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba speciosa,-43.178611,-22.505,BRA,NA,1424230027,Malvaceae,SPECIES,NA,2005,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,GBIF
Ceiba speciosa,-50.966667,-22.541667,BRA,NA,1086963381,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,"Universidade Estadual de Londrina, UEL",FUEL - Herbário da Universidade Estadual de Londrina,GBIF
Ceiba speciosa,-50.966667,-2.541667,BRA,NA,1264701152,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,UCS,HUCS - Herbário da Universidade de Caxias do Sul,GBIF
Ceiba speciosa,-49.079167,-26.905556,BRA,NA,1077384283,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,GBIF
Ceiba glaziovii,-39,-10.5,BRA,NA,1077219659,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba pubiflora,-51.907056,-19.566417,BRA,NA,1090734539,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,GBIF
Ceiba glaziovii,-38.993889,-10.878333,BRA,NA,1094801543,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba glaziovii,-38.9939,-10.8783,BRA,NA,1928338351,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba pubiflora,-40.48,-10.48,BRA,NA,1929207800,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba speciosa,-40.483333,-10.483333,BRA,NA,1226936312,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba glaziovii,-40.120833,-6.600278,BRA,NA,1089244250,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,"Universidade Federal do Ceará, UFC",EAC - Herbário Prisco Bezerra,GBIF
Ceiba glaziovii,-40.120833,-6.600278,BRA,NA,1226936437,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba glaziovii,-40.120833,-6.600278,BRA,NA,1077569154,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,GBIF
Ceiba glaziovii,-37.261389,-8.505278,BRA,NA,1077577800,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,GBIF
Ceiba glaziovii,-37.261389,-8.505278,BRA,NA,1094173800,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,UESC,UESC - Herbário Universidade Estadual de Santa Cruz,GBIF
Ceiba glaziovii,-39.070556,-12.124444,BRA,NA,1089241991,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,"Universidade Federal do Ceará, UFC",EAC - Herbário Prisco Bezerra,GBIF
Ceiba glaziovii,-39.070556,-12.124444,BRA,NA,1094806088,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-47.042331,-22.801017,BRA,NA,1090573397,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba pentandra,-64.1415,-11.952,BRA,NA,1090659767,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,USP,SPFw - Xiloteca do Instituto de Biociências da Universidade de São Paulo,GBIF
Ceiba pentandra,-64.088056,-11.950139,BRA,NA,1090659775,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,USP,SPFw - Xiloteca do Instituto de Biociências da Universidade de São Paulo,GBIF
Ceiba glaziovii,-41.304722,-11.505833,BRA,NA,1094788745,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-45.670444,-20.263722,BRA,NA,1840923016,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,GBIF
Ceiba pubiflora,-41.083333,-11.266667,BRA,NA,1094789181,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-41.083333,-11.266667,BRA,NA,1094789180,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-41.409722,-11.032222,BRA,NA,1094789213,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-41.409722,-11.032222,BRA,NA,1094789247,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-40.963611,-11.265278,BRA,NA,1094789198,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-38.966667,-12.25,BRA,NA,1094789310,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba erianthos,-40.462778,-20.315833,BRA,NA,1424234731,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,GBIF
Ceiba rubriflora,-44.17,-13.452222,BRA,NA,1094790771,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-41.216667,-11.583333,BRA,NA,1094792182,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba glaziovii,-39.533333,-10.833333,BRA,NA,1077218273,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba glaziovii,-38.533333,-10.833333,BRA,NA,1077218141,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba glaziovii,-38.966667,-12.25,BRA,NA,1094795659,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-50.975556,-23.540833,BRA,NA,1086951871,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,"Universidade Estadual de Londrina, UEL",FUEL - Herbário da Universidade Estadual de Londrina,GBIF
Ceiba glaziovii,-37.382778,-7.251667,BRA,NA,1089178226,Malvaceae,SPECIES,NA,2003,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,GBIF
Ceiba samauma,-47.086761,-22.863721,BRA,NA,1090569083,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba speciosa,-47.086761,-22.863721,BRA,NA,1090569596,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba pubiflora,-54.124833,-22.292583,BRA,NA,1587321325,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,GBIF
Ceiba pubiflora,-54.124722,-22.2925,BRA,NA,1077324978,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP - Herbário CPAP,GBIF
Ceiba pubiflora,-57.580528,-18.883139,BRA,NA,1090741621,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,GBIF
Ceiba pubiflora,-41.918611,-11.2425,BRA,NA,1094175291,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UESC,UESC - Herbário Universidade Estadual de Santa Cruz,GBIF
Ceiba pubiflora,-41.918611,-11.2425,BRA,NA,1226936594,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba speciosa,-42.081389,-9.621944,BRA,NA,1087678825,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,GBIF
Ceiba pubiflora,-41.918611,-11.2425,BRA,NA,1094784057,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-49.408889,-28.621944,BRA,NA,1077304972,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,Universidade Federal de Mato Grosso (UFMT),CNMT - Herbário Centro Norte Mato Grossense,GBIF
Ceiba pubiflora,-42.656667,-14.115,BRA,NA,1094784177,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba jasminodora,-47.086761,-22.863721,BRA,NA,1090569571,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba erianthos,-41.807222,-13.624444,BRA,NA,1094778611,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba glaziovii,-39.812778,-10.681944,BRA,NA,1094781817,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pentandra,-39.181666,-16.387222,BRA,3,1095226701,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,Cenargen,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,GBIF
Ceiba pentandra,-38.966667,-12.25,BRA,NA,1094787127,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-39.875833,-10.649722,BRA,NA,1094781855,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba glaziovii,-39.812778,-10.681944,BRA,NA,1090928310,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,"Universidade Federal Rural de Pernambuco, UFRPE",HST - Herbário Sérgio Tavares,GBIF
Ceiba glaziovii,-39.812778,-10.681944,BRA,NA,1226936196,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba pubiflora,-39.875833,-10.649722,BRA,NA,1090928288,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,"Universidade Federal Rural de Pernambuco, UFRPE",HST - Herbário Sérgio Tavares,GBIF
Ceiba glaziovii,-39.812778,-10.681944,BRA,NA,1077370826,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,Universidade Federal de Santa Catarina (UFSC),FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina,GBIF
Ceiba glaziovii,-36.879722,-7.480278,BRA,NA,1089167336,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,GBIF
Ceiba glaziovii,-37.508889,-9.723333,BRA,NA,1094785041,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba glaziovii,-36.888889,-7.476667,BRA,NA,1089167881,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,GBIF
Ceiba speciosa,-42.847222,-20.795555,BRA,NA,919317485,Malvaceae,SPECIES,NA,2001,HUMAN_OBSERVATION,UFV_LEEP,NA,GBIF
Ceiba pubiflora,-49.516667,-19.916667,BRA,NA,1086959487,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,"Universidade Estadual de Londrina, UEL",FUEL - Herbário da Universidade Estadual de Londrina,GBIF
Ceiba speciosa,-47.841525,-21.272837,BRA,NA,1090579360,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba pubiflora,-44.615278000000004,-14.2325,BRA,NA,1094772682,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba jasminodora,-44.178361,-17.757889,BRA,NA,1226936161,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba jasminodora,-44.194167,-17.692778,BRA,NA,1226936108,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba glaziovii,-40.836111,-11.135278,BRA,NA,1077212643,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba speciosa,-42.85,-20.8,BRA,NA,1090983207,Malvaceae,SPECIES,NA,2001,OBSERVATION,NA,FSN_DynamicsPlotData_2001-2010,GBIF
Ceiba samauma,-49.95619038324991,-9.281866063962086,BRA,NA,1930912995,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba samauma,-48.671111,-11.306111,BRA,NA,1094884987,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba erianthos,-44.115278000000004,-13.303611,BRA,NA,1094761903,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-46.1447,-22.7553,BRA,NA,1090566120,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba speciosa,-47.086761,-22.863721,BRA,NA,1090568213,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba erianthos,-41.775556,-13.322222,BRA,NA,1094763345,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-41.432778,-11.012778,BRA,NA,1094765669,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-43.0925,-9.484167,BRA,NA,1090928490,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,"Universidade Federal Rural de Pernambuco, UFRPE",HST - Herbário Sérgio Tavares,GBIF
Ceiba erianthos,-41.775556,-13.322222,BRA,NA,1077218576,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba erianthos,-41.788889,-13.316111,BRA,NA,1094763295,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-41.775556,-13.322222,BRA,NA,1094763326,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-43.0925,-9.484167,BRA,NA,1094763659,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba pubiflora,-46.752777,-13.656666,BRA,1,1095233415,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,Cenargen,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,GBIF
Ceiba erianthos,-41.55,-13.316667,BRA,NA,1094765773,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba erianthos,-39.766667,-12.7,BRA,NA,1213605279,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UnB,UB - Herbário da Universidade de Brasília,GBIF
Ceiba pubiflora,-41.606667,-13.565833,BRA,NA,1094765782,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-46.6633,-13.1533,BRA,NA,1931296271,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,NY,Vascular plants,GBIF
Ceiba jasminodora,-43.533333,-18.116667,BRA,NA,1226935911,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba glaziovii,-37.789167,-9.66,BRA,NA,1087674086,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,GBIF
Ceiba jasminodora,-42.893611,-16.554167,BRA,NA,1585208677,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,"Instituto de Botânica, IBT","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",GBIF
Ceiba erianthos,-40.133333,-10.85,BRA,NA,1077210946,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba pubiflora,-40.133333,-10.85,BRA,NA,1077211696,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,GBIF
Ceiba glaziovii,-36.444333,-8.137778,BRA,NA,1077567829,Malvaceae,SPECIES,NA,2e3,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,GBIF
Ceiba samauma,-48.3975,-10.114722,BRA,NA,1213605304,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,UnB,UB - Herbário da Universidade de Brasília,GBIF
Ceiba speciosa,-43.966667,-19.866667,BRA,NA,1087603676,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,GBIF
Ceiba erianthos,-40.681389,-19.805556,BRA,NA,1123792907,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,GBIF
Ceiba glaziovii,-40.761389,-10.981667,BRA,NA,1094756633,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba erianthos,-40.365833,-10.5075,BRA,NA,1094757127,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-46.933333,-22.783333,BRA,NA,1086932956,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,"Universidade Estadual de Londrina, UEL",FUEL - Herbário da Universidade Estadual de Londrina,GBIF
Ceiba glaziovii,-35.375,-5.883333,BRA,NA,1077559929,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,GBIF
Ceiba speciosa,-46.116667,-22.733333,BRA,NA,1095855904,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,"Universidade Estadual de Londrina, UEL",FUEL - Herbário da Universidade Estadual de Londrina,GBIF
Ceiba speciosa,-46.116667,-22.733333,BRA,NA,1089116475,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,GBIF
Ceiba ventricosa,-46.76472,-13.59222,BRA,5,1095233324,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,Cenargen,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,GBIF
Ceiba ventricosa,-46.764722,-13.592222,BRA,NA,1094893847,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,GBIF
Ceiba speciosa,-46.1447,-22.7553,BRA,NA,1090565432,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba speciosa,-46.1447,-22.7553,BRA,NA,1090565571,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,GBIF
Ceiba glaziovii,-35.375,-5.883333,BRA,NA,1077559936,Malvaceae,SPECIES,NA,1999,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,GBIF
Ceiba jasminodora,-43.67,-18.651667,BRA,NA,1226935667,Malvaceae,SPECIES,NA,1998,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,GBIF
Ceiba speciosa,-54.8689,-29.1833,BRA,1,188380934,Malvaceae,SPECIES,NA,1998,PRESERVED_SPECIMEN,LEB,"Colección de plantas vasculares de Brasil del Herbario ""Jaime Andrés Rodríguez"". LEB-Brasil",GBIF
